review_id,product_id,brand,star_rating,sentiment,review_text,review_date,wheels_score,handle_score,zipper_score,material_score,size_score,durability_score
REV004229,PROD0048,VIP,5,positive,affordable is top notch. Will buy again.,2026-01-17,3.5,3.2,3.8,3.3,3.7,3.9
REV004230,PROD0048,VIP,3,neutral,Okay product for the price. zipper problems is standard.,2026-02-09,3.1,3.2,2.9,3.1,2.9,3.8
REV004231,PROD0048,VIP,3,neutral,Average quality. handle breaks could be better.,2025-05-03,2.5,3.0,3.8,3.6,2.7,3.1
REV004232,PROD0048,VIP,4,positive,The affordable works perfectly. Highly recommended!,2025-05-30,3.2,3.0,3.8,3.6,2.8,2.7
REV004233,PROD0048,VIP,2,negative,Not worth it at all. poor finish quality is disappointing.,2024-05-08,2.9,3.9,3.4,3.8,3.0,3.6
REV004234,PROD0048,VIP,3,neutral,Good for occasional use. handle breaks is acceptable.,2025-09-22,2.7,3.8,3.1,3.4,2.9,3.3
REV004235,PROD0048,VIP,5,positive,wide availability is top notch. Will buy again.,2024-06-03,2.9,2.7,3.1,3.9,2.8,3.2
REV004236,PROD0048,VIP,1,negative,Very disappointed with the quality issues. Broke after first use.,2024-12-15,3.6,3.6,2.7,2.9,3.8,2.9
REV004237,PROD0048,VIP,3,neutral,Okay product for the price. poor finish is standard.,2025-03-16,3.5,3.9,2.7,3.6,3.2,3.6
REV004238,PROD0048,VIP,1,negative,Quality has gone down. zipper problems is not as advertised.,2025-06-18,2.6,2.6,4.0,3.6,3.2,3.5
REV004239,PROD0048,VIP,2,negative,Very disappointed with the handle breaks. Broke after first use.,2024-08-25,2.9,3.4,2.5,3.9,2.9,3.8
REV004240,PROD0048,VIP,4,positive,The lightweight is excellent! Very happy with this purchase.,2026-01-30,3.5,2.9,4.0,2.6,3.7,3.1
REV004241,PROD0048,VIP,4,positive,"Ordered for Goa trip, wide availability exceeded expectations.",2025-03-23,3.3,3.3,2.6,3.1,3.7,3.2
REV004242,PROD0048,VIP,3,neutral,Good for occasional use. quality issues is acceptable.,2024-06-06,2.7,3.3,3.0,2.6,3.1,3.4
REV004243,PROD0048,VIP,4,positive,The lightweight is excellent! Very happy with this purchase.,2024-12-18,3.5,2.6,3.7,3.3,2.7,3.9
REV004244,PROD0048,VIP,4,positive,"Great lightweight, exactly what I needed for my travels.",2024-04-04,3.8,3.2,2.6,2.8,3.1,2.8
REV004245,PROD0048,VIP,5,positive,wide availability is top notch. Will buy again.,2025-12-14,3.9,2.5,2.9,3.5,3.2,3.9
REV004246,PROD0048,VIP,4,positive,"Used it for 3 trips, affordable still perfect.",2024-04-15,2.8,3.8,2.8,2.5,2.7,3.6
REV004247,PROD0048,VIP,2,negative,Regret buying this. handle breaks is very bad.,2025-05-07,3.9,3.3,3.2,3.7,3.6,3.1
REV004248,PROD0048,VIP,2,negative,Customer service is bad and handle breaks quality is poor.,2025-08-08,2.6,3.5,3.9,3.4,3.5,3.4
REV004249,PROD0048,VIP,3,neutral,Good for occasional use. quality issues is acceptable.,2024-08-04,3.7,2.5,3.4,3.5,2.7,3.8
REV004250,PROD0048,VIP,3,neutral,Okay product for the price. quality issues is standard.,2024-12-24,2.7,3.6,3.7,2.8,3.3,3.8
REV004251,PROD0048,VIP,4,positive,Best luggage for the price! wide availability is outstanding.,2025-04-22,3.8,2.9,2.7,3.0,3.5,2.9
REV004252,PROD0048,VIP,4,positive,lightweight is top notch. Will buy again.,2025-10-30,2.9,2.8,2.9,3.9,3.2,3.4
REV004253,PROD0048,VIP,5,positive,Really impressed with the wide availability. Worth every rupee.,2025-06-19,3.8,2.6,2.6,3.6,3.3,3.6
REV004254,PROD0048,VIP,2,negative,zipper problems stopped working within a month. Waste of money.,2025-10-31,2.5,3.1,3.2,3.4,2.9,3.1
REV004255,PROD0048,VIP,4,positive,The lightweight is excellent! Very happy with this purchase.,2026-03-20,3.3,3.8,2.9,2.6,3.4,2.8
REV004256,PROD0048,VIP,4,positive,Really impressed with the wide availability. Worth every rupee.,2025-09-17,4.0,3.2,2.8,3.3,3.5,3.7
REV004257,PROD0048,VIP,5,positive,The affordable is excellent! Very happy with this purchase.,2024-06-11,2.6,3.7,3.9,3.4,4.0,3.6
REV004258,PROD0048,VIP,2,negative,Very disappointed with the poor finish. Broke after first use.,2024-06-10,3.8,3.3,3.8,3.9,3.1,2.7
REV004259,PROD0048,VIP,4,positive,The lightweight is excellent! Very happy with this purchase.,2024-09-10,3.5,3.4,3.6,2.8,3.5,3.9
REV004260,PROD0048,VIP,5,positive,The lightweight is excellent! Very happy with this purchase.,2025-08-22,3.7,3.1,3.8,2.8,3.7,3.4
REV004261,PROD0048,VIP,3,neutral,Not great not terrible. poor finish meets basic needs.,2026-02-14,3.6,3.5,3.2,2.5,3.6,3.0
REV004262,PROD0048,VIP,1,negative,Returned the product. quality issues was defective.,2024-06-05,3.7,2.6,3.4,3.3,2.6,3.4
REV004263,PROD0048,VIP,4,positive,Best luggage for the price! wide availability is outstanding.,2024-04-22,3.6,3.7,3.0,4.0,3.1,3.1
REV004264,PROD0048,VIP,4,positive,Superb wide availability! My family loved it.,2024-08-09,3.7,3.8,2.9,3.1,3.1,3.1
REV004265,PROD0048,VIP,1,negative,The poor finish is terrible. Do not buy!,2025-01-05,3.4,3.6,3.3,3.6,3.9,3.4
REV004266,PROD0048,VIP,2,negative,Quality has gone down. zipper problems is not as advertised.,2024-11-11,2.5,2.7,3.9,3.2,2.9,3.8
REV004267,PROD0048,VIP,1,negative,poor finish broke during my very first trip. Very upset.,2024-11-27,3.0,2.5,3.5,3.5,2.6,2.8
REV004268,PROD0048,VIP,4,positive,"Used it for 3 trips, lightweight still perfect.",2025-12-14,3.0,3.9,3.8,3.8,3.4,2.6
REV004269,PROD0048,VIP,2,negative,Quality has gone down. handle breaks is not as advertised.,2026-02-23,2.6,3.1,2.9,3.1,3.8,3.8
REV004270,PROD0048,VIP,5,positive,Really impressed with the lightweight. Worth every rupee.,2025-09-04,3.8,2.9,3.5,4.0,3.2,2.8
REV004271,PROD0048,VIP,3,neutral,Okay product for the price. quality issues is standard.,2024-11-08,2.7,2.6,3.3,3.6,3.6,2.8
REV004272,PROD0048,VIP,1,negative,quality issues stopped working within a month. Waste of money.,2025-12-03,3.5,3.7,2.5,2.7,2.9,3.9
REV004273,PROD0048,VIP,3,neutral,Okay product for the price. quality issues is standard.,2025-02-10,3.5,2.5,3.2,3.2,3.3,3.7
REV004274,PROD0048,VIP,5,positive,Best luggage for the price! affordable is outstanding.,2025-02-16,2.5,3.8,2.9,2.9,3.4,2.9
REV004275,PROD0048,VIP,3,neutral,Decent product overall. poor finish is okay.,2025-06-09,3.2,3.5,2.7,2.8,3.2,3.8
REV004276,PROD0048,VIP,5,positive,Amazing affordable for this price range. Value for money!,2025-12-14,2.9,3.5,3.8,2.6,3.6,2.5
REV004277,PROD0048,VIP,3,neutral,Not great not terrible. zipper problems meets basic needs.,2024-10-12,3.0,3.0,2.7,2.6,3.3,3.0
REV004278,PROD0048,VIP,2,negative,handle breaks stopped working within a month. Waste of money.,2025-07-18,3.5,3.2,2.9,2.8,3.4,2.6
REV004279,PROD0048,VIP,4,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2024-09-23,3.2,2.6,3.5,3.0,2.8,3.6
REV004280,PROD0048,VIP,5,positive,The lightweight is excellent! Very happy with this purchase.,2025-08-06,3.4,3.8,3.3,3.2,2.8,3.6
REV004281,PROD0048,VIP,2,negative,The handle breaks is terrible. Do not buy!,2025-02-23,3.3,2.8,2.9,3.6,2.5,2.7
REV004282,PROD0048,VIP,3,neutral,Okay product for the price. poor finish is standard.,2025-10-13,3.9,3.0,3.8,2.9,3.6,3.5
REV004283,PROD0048,VIP,4,positive,"Used it for 3 trips, lightweight still perfect.",2025-12-07,3.1,2.5,3.3,3.4,2.6,2.5
REV004284,PROD0048,VIP,3,neutral,Okay product for the price. zipper problems is standard.,2025-01-18,3.8,3.2,3.5,3.6,2.7,3.1
REV004285,PROD0048,VIP,4,positive,"Ordered for Goa trip, affordable exceeded expectations.",2024-08-18,3.7,2.9,3.5,2.6,3.5,3.6
REV004286,PROD0048,VIP,1,negative,Quality has gone down. handle breaks is not as advertised.,2024-04-25,3.3,2.8,3.8,2.8,2.9,4.0
REV004287,PROD0048,VIP,3,neutral,Okay product for the price. quality issues is standard.,2024-07-22,2.7,2.9,3.4,3.1,2.6,3.4
REV004288,PROD0048,VIP,5,positive,"Ordered for Goa trip, affordable exceeded expectations.",2025-08-13,3.6,2.8,2.6,3.5,2.8,3.2
REV004289,PROD0048,VIP,4,positive,Superb affordable! My family loved it.,2024-07-07,3.6,3.5,3.3,3.9,2.6,2.6
REV004290,PROD0048,VIP,1,negative,Returned the product. zipper problems was defective.,2025-07-30,2.6,3.4,2.7,4.0,3.6,3.0
REV004291,PROD0048,VIP,3,neutral,Average quality. handle breaks could be better.,2024-10-27,3.7,3.3,2.7,3.5,3.6,3.6
REV004292,PROD0048,VIP,5,positive,Superb lightweight! My family loved it.,2026-03-07,2.8,3.8,2.6,2.8,3.0,3.5
REV004293,PROD0048,VIP,1,negative,poor finish broke during my very first trip. Very upset.,2025-01-02,3.2,3.0,2.5,3.7,2.8,3.6
REV004294,PROD0048,VIP,5,positive,The wide availability works perfectly. Highly recommended!,2026-01-29,3.1,3.2,2.8,3.1,2.9,4.0
REV004295,PROD0048,VIP,4,positive,affordable is top notch. Will buy again.,2025-04-01,3.6,2.7,3.0,3.1,2.6,2.9
REV004296,PROD0048,VIP,3,neutral,Good for occasional use. handle breaks is acceptable.,2024-04-23,3.5,3.1,3.3,2.6,3.3,3.5
REV004297,PROD0048,VIP,2,negative,Very disappointed with the handle breaks. Broke after first use.,2024-12-01,3.6,2.6,3.8,3.1,2.6,3.5
REV004298,PROD0048,VIP,3,neutral,Good for occasional use. poor finish is acceptable.,2024-07-30,2.5,3.6,2.6,3.6,2.7,3.1
REV004299,PROD0048,VIP,1,negative,Quality has gone down. zipper problems is not as advertised.,2024-05-07,3.5,3.1,2.7,3.3,3.4,3.9
REV004300,PROD0048,VIP,5,positive,Superb lightweight! My family loved it.,2025-03-05,2.5,2.8,3.9,3.2,2.7,3.0
REV004301,PROD0048,VIP,3,neutral,Decent product overall. zipper problems is okay.,2024-12-24,3.7,3.3,3.7,3.1,3.0,3.7
REV004302,PROD0048,VIP,3,neutral,Okay product for the price. handle breaks is standard.,2025-04-15,2.8,3.5,3.2,3.1,3.2,3.6
REV004303,PROD0048,VIP,5,positive,Superb affordable! My family loved it.,2026-03-17,3.4,4.0,3.6,4.0,2.9,3.2
REV004304,PROD0049,VIP,5,positive,"Great lightweight, exactly what I needed for my travels.",2024-05-28,2.8,2.6,3.4,3.2,3.0,3.8
REV004305,PROD0049,VIP,5,positive,The wide availability works perfectly. Highly recommended!,2025-03-30,3.4,4.0,3.6,4.0,2.6,3.3
REV004306,PROD0049,VIP,2,negative,handle breaks broke during my very first trip. Very upset.,2024-04-23,2.6,3.8,3.3,3.0,3.6,3.8
REV004307,PROD0049,VIP,1,negative,Regret buying this. handle breaks is very bad.,2025-04-04,3.5,3.5,2.9,2.5,3.7,3.4
REV004308,PROD0049,VIP,1,negative,Regret buying this. zipper problems is very bad.,2024-09-15,2.9,3.8,3.7,2.6,3.4,4.0
REV004309,PROD0049,VIP,4,positive,wide availability is top notch. Will buy again.,2025-05-27,3.3,3.1,3.6,3.4,3.6,3.3
REV004310,PROD0049,VIP,2,negative,Regret buying this. handle breaks is very bad.,2025-02-14,3.9,2.8,2.7,3.2,3.2,2.7
REV004311,PROD0049,VIP,5,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2025-09-14,2.6,3.8,2.7,3.8,2.7,3.6
REV004312,PROD0049,VIP,5,positive,"Ordered for Goa trip, affordable exceeded expectations.",2026-01-03,3.6,2.8,2.9,3.5,4.0,3.9
REV004313,PROD0049,VIP,1,negative,Customer service is bad and poor finish quality is poor.,2025-02-17,3.8,3.6,3.1,3.0,3.5,3.1
REV004314,PROD0049,VIP,2,negative,Poor quality poor finish. Expected better for this price.,2024-11-25,3.9,2.6,2.7,3.0,3.4,3.4
REV004315,PROD0049,VIP,5,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2024-11-11,3.1,2.6,3.5,2.7,3.8,2.6
REV004316,PROD0049,VIP,5,positive,"Great wide availability, exactly what I needed for my travels.",2024-12-15,3.0,3.3,3.5,2.8,3.0,2.7
REV004317,PROD0049,VIP,1,negative,Regret buying this. handle breaks is very bad.,2024-07-04,3.6,2.8,3.2,2.9,2.9,4.0
REV004318,PROD0049,VIP,4,positive,Amazing lightweight for this price range. Value for money!,2026-01-23,3.3,2.8,2.8,2.6,2.7,3.3
REV004319,PROD0049,VIP,4,positive,"Used it for 3 trips, affordable still perfect.",2024-07-21,3.7,3.2,3.2,3.1,3.5,2.8
REV004320,PROD0049,VIP,3,neutral,Not great not terrible. quality issues meets basic needs.,2025-08-29,3.9,2.9,2.9,2.8,3.1,2.9
REV004321,PROD0049,VIP,4,positive,The lightweight works perfectly. Highly recommended!,2025-08-15,2.9,3.9,3.6,3.9,3.7,2.6
REV004322,PROD0049,VIP,5,positive,wide availability is top notch. Will buy again.,2025-05-28,3.2,3.7,3.4,2.9,3.4,3.4
REV004323,PROD0049,VIP,3,neutral,Decent product overall. poor finish is okay.,2024-12-27,2.8,3.6,3.2,3.0,3.3,3.6
REV004324,PROD0049,VIP,4,positive,Really impressed with the affordable. Worth every rupee.,2025-09-21,3.8,3.7,2.8,3.0,3.1,3.9
REV004325,PROD0049,VIP,5,positive,"Ordered for Goa trip, wide availability exceeded expectations.",2024-12-04,3.3,3.7,4.0,3.2,3.2,3.1
REV004326,PROD0049,VIP,3,neutral,Good for occasional use. zipper problems is acceptable.,2025-05-28,3.8,3.3,2.7,3.5,3.9,2.8
REV004327,PROD0049,VIP,5,positive,Best luggage for the price! affordable is outstanding.,2024-12-27,2.7,2.5,3.7,3.7,2.9,3.8
REV004328,PROD0049,VIP,1,negative,The handle breaks is terrible. Do not buy!,2024-07-09,2.6,3.7,2.9,2.9,2.8,3.6
REV004329,PROD0049,VIP,1,negative,Not worth it at all. poor finish quality is disappointing.,2025-01-14,3.8,2.6,3.4,2.8,3.2,3.8
REV004330,PROD0049,VIP,4,positive,"Great wide availability, exactly what I needed for my travels.",2025-08-23,3.6,3.4,2.8,3.6,4.0,3.8
REV004331,PROD0049,VIP,3,neutral,Decent product overall. zipper problems is okay.,2025-12-14,3.7,3.9,3.5,3.1,3.0,2.9
REV004332,PROD0049,VIP,3,neutral,Okay product for the price. poor finish is standard.,2026-01-10,4.0,2.6,3.4,3.1,2.6,2.9
REV004333,PROD0049,VIP,4,positive,Superb lightweight! My family loved it.,2026-03-25,3.8,3.3,2.6,3.6,2.8,3.7
REV004334,PROD0049,VIP,3,neutral,Not great not terrible. handle breaks meets basic needs.,2025-08-27,2.5,3.0,2.9,2.8,3.6,2.7
REV004335,PROD0049,VIP,3,neutral,Okay product for the price. zipper problems is standard.,2025-04-13,3.0,3.4,3.5,3.4,3.4,3.6
REV004336,PROD0049,VIP,4,positive,Best luggage for the price! lightweight is outstanding.,2024-07-29,3.7,2.6,3.8,2.9,2.9,3.2
REV004337,PROD0049,VIP,4,positive,Best luggage for the price! lightweight is outstanding.,2026-03-13,3.0,3.5,3.7,2.5,3.4,2.5
REV004338,PROD0049,VIP,3,neutral,Okay product for the price. poor finish is standard.,2026-01-14,2.5,3.6,3.0,4.0,3.5,4.0
REV004339,PROD0049,VIP,5,positive,Best luggage for the price! affordable is outstanding.,2025-06-06,2.9,3.4,4.0,3.5,3.8,3.2
REV004340,PROD0049,VIP,4,positive,The lightweight is excellent! Very happy with this purchase.,2024-08-11,3.9,3.1,3.0,3.7,4.0,3.7
REV004341,PROD0049,VIP,4,positive,"Great lightweight, exactly what I needed for my travels.",2025-04-13,3.9,3.5,4.0,3.3,3.8,3.5
REV004342,PROD0049,VIP,1,negative,Very disappointed with the poor finish. Broke after first use.,2025-05-28,2.9,2.9,3.8,3.0,3.0,4.0
REV004343,PROD0049,VIP,1,negative,Very disappointed with the zipper problems. Broke after first use.,2025-10-16,3.8,3.8,3.5,3.2,3.7,3.9
REV004344,PROD0049,VIP,4,positive,The wide availability works perfectly. Highly recommended!,2024-06-14,3.1,3.4,3.4,2.9,3.5,3.4
REV004345,PROD0049,VIP,2,negative,Very disappointed with the poor finish. Broke after first use.,2024-11-07,3.4,3.5,3.0,2.6,3.3,3.7
REV004346,PROD0049,VIP,2,negative,Regret buying this. quality issues is very bad.,2024-10-04,3.5,2.8,2.9,3.4,2.5,3.7
REV004347,PROD0049,VIP,1,negative,zipper problems broke during my very first trip. Very upset.,2025-05-01,3.3,2.8,3.6,3.9,2.6,3.2
REV004348,PROD0049,VIP,5,positive,"Great affordable, exactly what I needed for my travels.",2025-09-01,2.6,4.0,3.7,3.1,3.5,3.0
REV004349,PROD0049,VIP,4,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2024-12-19,3.2,3.3,3.7,2.9,2.5,3.4
REV004350,PROD0049,VIP,1,negative,Returned the product. quality issues was defective.,2025-06-24,2.6,2.6,2.7,3.6,3.6,2.6
REV004351,PROD0049,VIP,3,neutral,Good for occasional use. quality issues is acceptable.,2026-03-29,3.3,3.0,3.6,2.7,3.8,3.9
REV004352,PROD0049,VIP,4,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2024-05-19,3.9,2.5,3.6,2.9,3.0,3.0
REV004353,PROD0049,VIP,3,neutral,Average quality. poor finish could be better.,2024-04-14,3.0,3.0,2.6,2.9,3.9,3.5
REV004354,PROD0049,VIP,2,negative,Very disappointed with the quality issues. Broke after first use.,2026-01-28,3.4,3.5,2.7,2.7,2.9,3.2
REV004355,PROD0049,VIP,4,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2025-12-23,4.0,2.7,3.6,2.6,3.1,3.0
REV004356,PROD0049,VIP,3,neutral,Decent product overall. poor finish is okay.,2024-05-07,2.7,3.1,3.7,4.0,3.3,3.3
REV004357,PROD0049,VIP,3,neutral,Decent product overall. quality issues is okay.,2024-06-17,2.6,2.7,2.8,4.0,2.5,3.1
REV004358,PROD0049,VIP,2,negative,Customer service is bad and zipper problems quality is poor.,2025-04-20,3.5,3.9,2.8,3.3,3.5,4.0
REV004359,PROD0049,VIP,5,positive,The lightweight works perfectly. Highly recommended!,2025-12-20,3.0,3.1,2.8,3.7,2.5,3.2
REV004360,PROD0049,VIP,1,negative,Not worth it at all. handle breaks quality is disappointing.,2025-05-14,3.5,3.8,3.4,3.5,3.0,3.4
REV004361,PROD0049,VIP,5,positive,Really impressed with the wide availability. Worth every rupee.,2025-10-17,3.2,2.8,2.7,3.9,3.2,2.6
REV004362,PROD0049,VIP,2,negative,Regret buying this. poor finish is very bad.,2025-09-23,3.9,2.7,2.6,3.9,3.4,3.9
REV004363,PROD0049,VIP,3,neutral,Good for occasional use. quality issues is acceptable.,2024-12-15,3.0,2.6,3.0,3.0,4.0,3.1
REV004364,PROD0049,VIP,2,negative,Poor quality zipper problems. Expected better for this price.,2025-07-22,2.7,3.2,2.7,3.0,2.9,3.3
REV004365,PROD0049,VIP,3,neutral,Okay product for the price. handle breaks is standard.,2024-05-14,3.3,3.5,2.5,2.7,2.6,3.9
REV004366,PROD0049,VIP,3,neutral,Decent product overall. zipper problems is okay.,2025-03-03,3.5,2.9,2.9,2.5,3.4,3.8
REV004367,PROD0049,VIP,1,negative,Regret buying this. quality issues is very bad.,2025-07-24,3.0,3.6,3.1,3.6,2.8,2.8
REV004368,PROD0049,VIP,3,neutral,Average quality. quality issues could be better.,2025-06-17,2.5,2.7,2.8,2.9,3.0,3.0
REV004369,PROD0049,VIP,4,positive,"Used it for 3 trips, wide availability still perfect.",2024-12-10,3.3,3.8,2.5,3.8,3.0,3.9
REV004370,PROD0049,VIP,4,positive,The lightweight is excellent! Very happy with this purchase.,2024-11-27,3.9,2.7,2.6,3.0,3.2,3.4
REV004371,PROD0049,VIP,2,negative,Returned the product. handle breaks was defective.,2024-04-18,3.1,3.4,3.5,3.0,2.6,3.0
REV004372,PROD0049,VIP,3,neutral,Good for occasional use. poor finish is acceptable.,2024-04-23,3.4,3.1,2.8,3.2,3.1,2.8
REV004373,PROD0049,VIP,4,positive,Really impressed with the lightweight. Worth every rupee.,2026-02-18,3.9,3.4,2.9,3.0,3.5,3.7
REV004374,PROD0049,VIP,1,negative,The quality issues is terrible. Do not buy!,2026-02-13,2.7,3.8,3.7,3.7,4.0,3.6
REV004375,PROD0049,VIP,5,positive,The wide availability works perfectly. Highly recommended!,2024-08-25,2.9,3.6,2.7,3.6,2.6,3.0
REV004376,PROD0049,VIP,5,positive,lightweight is top notch. Will buy again.,2026-01-14,3.6,3.4,3.5,3.0,3.0,3.8
REV004377,PROD0049,VIP,1,negative,The quality issues is terrible. Do not buy!,2024-11-17,3.4,3.3,3.6,3.0,2.6,2.7
REV004378,PROD0049,VIP,5,positive,Best luggage for the price! affordable is outstanding.,2025-11-20,2.6,2.8,2.7,3.5,3.9,3.3
REV004379,PROD0049,VIP,5,positive,The affordable works perfectly. Highly recommended!,2025-05-27,3.1,2.8,3.8,3.0,3.3,3.6
REV004380,PROD0049,VIP,5,positive,"Used it for 3 trips, affordable still perfect.",2024-08-14,2.6,2.9,3.5,3.2,3.8,3.3
REV004381,PROD0049,VIP,5,positive,Really impressed with the affordable. Worth every rupee.,2024-06-27,3.8,3.7,3.2,2.9,3.0,2.6
REV004382,PROD0049,VIP,5,positive,Best luggage for the price! wide availability is outstanding.,2025-07-08,2.9,2.9,3.9,3.2,3.7,3.1
REV004383,PROD0049,VIP,4,positive,"Ordered for Goa trip, lightweight exceeded expectations.",2025-06-11,3.6,3.7,3.6,2.7,3.3,2.6
REV004384,PROD0049,VIP,4,positive,"Used it for 3 trips, wide availability still perfect.",2024-11-15,3.5,2.9,3.2,2.9,3.1,4.0
REV004385,PROD0049,VIP,2,negative,handle breaks broke during my very first trip. Very upset.,2024-04-13,3.8,3.5,2.9,3.5,2.7,3.3
REV004386,PROD0049,VIP,3,neutral,Good for occasional use. quality issues is acceptable.,2024-10-15,3.1,3.0,2.9,3.7,3.7,2.9
REV004387,PROD0049,VIP,3,neutral,Good for occasional use. zipper problems is acceptable.,2024-06-21,3.5,3.4,3.5,2.5,3.2,3.7
REV004388,PROD0049,VIP,5,positive,Superb affordable! My family loved it.,2024-06-12,3.4,3.1,4.0,2.5,2.5,3.2
REV004389,PROD0049,VIP,5,positive,"Used it for 3 trips, affordable still perfect.",2025-12-15,2.8,3.0,2.8,3.5,3.4,3.3
REV004390,PROD0049,VIP,4,positive,Amazing affordable for this price range. Value for money!,2025-07-10,3.0,3.7,3.9,2.7,3.8,2.7
REV004391,PROD0049,VIP,5,positive,"Great lightweight, exactly what I needed for my travels.",2025-01-14,3.9,3.1,3.9,3.6,3.6,2.8
REV004392,PROD0049,VIP,4,positive,"Great affordable, exactly what I needed for my travels.",2025-10-25,2.7,2.9,2.5,2.9,3.4,2.6
REV004393,PROD0049,VIP,5,positive,The wide availability is excellent! Very happy with this purchase.,2025-10-22,3.9,3.8,2.7,2.9,3.2,2.6
REV004394,PROD0049,VIP,4,positive,Amazing affordable for this price range. Value for money!,2025-01-06,2.6,3.4,4.0,4.0,3.6,3.0
REV004395,PROD0049,VIP,1,negative,Returned the product. quality issues was defective.,2025-09-29,3.6,3.1,3.0,3.1,3.4,3.9
REV004396,PROD0049,VIP,5,positive,Superb wide availability! My family loved it.,2024-09-24,2.9,3.0,2.8,2.9,3.9,2.6
REV004397,PROD0049,VIP,3,neutral,Average quality. quality issues could be better.,2026-03-04,2.5,3.4,3.2,3.6,2.9,3.9
REV004398,PROD0049,VIP,4,positive,Amazing affordable for this price range. Value for money!,2025-09-22,2.7,3.9,3.2,2.7,3.1,3.4
REV004399,PROD0050,VIP,3,neutral,Good for occasional use. quality issues is acceptable.,2025-02-07,3.3,3.0,2.6,2.9,3.7,2.9
REV004400,PROD0050,VIP,4,positive,Superb affordable! My family loved it.,2024-11-09,2.8,3.7,2.6,3.2,2.8,2.7
REV004401,PROD0050,VIP,2,negative,Customer service is bad and handle breaks quality is poor.,2024-10-29,3.2,2.9,3.3,3.1,2.6,3.7
REV004402,PROD0050,VIP,3,neutral,Okay product for the price. poor finish is standard.,2024-04-23,3.2,2.8,3.3,3.8,2.6,2.7
REV004403,PROD0050,VIP,3,neutral,Average quality. zipper problems could be better.,2026-02-26,3.5,3.4,3.9,3.3,3.0,3.9
REV004404,PROD0050,VIP,5,positive,The lightweight is excellent! Very happy with this purchase.,2024-11-11,2.9,3.7,3.7,3.1,2.9,2.8
REV004405,PROD0050,VIP,5,positive,lightweight is top notch. Will buy again.,2024-09-15,2.6,3.8,3.9,3.6,3.1,3.1
REV004406,PROD0050,VIP,2,negative,Poor quality zipper problems. Expected better for this price.,2024-06-23,3.2,2.9,3.5,3.4,2.6,2.7
REV004407,PROD0050,VIP,3,neutral,Decent product overall. poor finish is okay.,2024-05-14,3.6,3.4,3.6,2.6,3.2,3.1
REV004408,PROD0050,VIP,5,positive,Amazing wide availability for this price range. Value for money!,2024-05-23,2.9,2.6,3.6,3.6,2.9,3.2
REV004409,PROD0050,VIP,3,neutral,Not great not terrible. poor finish meets basic needs.,2025-10-12,3.9,2.5,2.5,3.0,3.7,3.7
REV004410,PROD0050,VIP,5,positive,lightweight is top notch. Will buy again.,2025-09-21,3.5,3.7,4.0,3.7,2.5,3.3
REV004411,PROD0050,VIP,3,neutral,Decent product overall. quality issues is okay.,2025-03-31,3.4,2.5,3.1,3.6,3.6,2.8
REV004412,PROD0050,VIP,5,positive,Really impressed with the wide availability. Worth every rupee.,2024-11-20,3.6,2.6,3.2,3.0,2.8,3.4
REV004413,PROD0050,VIP,5,positive,Really impressed with the wide availability. Worth every rupee.,2025-09-30,3.1,2.9,2.7,2.7,3.8,3.4
REV004414,PROD0050,VIP,3,neutral,Decent product overall. zipper problems is okay.,2025-07-22,3.3,3.0,3.8,3.9,3.1,3.2
REV004415,PROD0050,VIP,2,negative,Regret buying this. handle breaks is very bad.,2025-10-17,3.8,3.9,3.8,3.8,3.3,3.8
REV004416,PROD0050,VIP,5,positive,Best luggage for the price! lightweight is outstanding.,2026-03-17,3.3,2.9,3.5,2.6,2.8,3.7
REV004417,PROD0050,VIP,4,positive,Really impressed with the wide availability. Worth every rupee.,2025-02-23,3.0,3.5,2.8,3.1,3.3,3.1
REV004418,PROD0050,VIP,1,negative,Customer service is bad and zipper problems quality is poor.,2024-11-24,3.0,2.6,2.6,3.7,3.2,3.0
REV004419,PROD0050,VIP,2,negative,Regret buying this. quality issues is very bad.,2024-05-26,3.2,2.5,2.7,2.6,3.8,3.2
REV004420,PROD0050,VIP,4,positive,The affordable works perfectly. Highly recommended!,2024-05-02,3.7,2.9,3.7,3.2,3.4,3.4
REV004421,PROD0050,VIP,2,negative,Quality has gone down. zipper problems is not as advertised.,2024-04-10,3.0,2.7,3.7,3.6,2.7,2.9
REV004422,PROD0050,VIP,1,negative,Poor quality handle breaks. Expected better for this price.,2025-02-20,3.6,2.5,3.2,3.7,3.3,3.7
REV004423,PROD0050,VIP,2,negative,Customer service is bad and quality issues quality is poor.,2024-07-13,3.9,3.5,2.5,3.7,3.7,2.5
REV004424,PROD0050,VIP,1,negative,Quality has gone down. quality issues is not as advertised.,2025-07-05,2.8,3.1,2.8,2.7,2.9,3.0
REV004425,PROD0050,VIP,3,neutral,Good for occasional use. poor finish is acceptable.,2025-09-22,3.4,2.7,3.2,3.7,3.5,3.6
REV004426,PROD0050,VIP,1,negative,Returned the product. quality issues was defective.,2025-10-31,4.0,2.9,3.0,3.7,3.1,3.8
